"","School_id","Stu_id","x1ij","x2ij","v1rep","v2rep","v3rep","ps","trt","tau","treateff","yij","X3","X4","V4","V5"
"1","1",1,1,0.942261519070893,1,0.335792931495234,-1.10439146159803,0.234201009998984,0,1.67758650981553,1.97758650981553,0.733262029100965,1.00095958216843,-0.379041218286758,-1.48784051282296,-0.947190551006352
"2","1",2,1,-0.0169797233078341,1,0.335792931495234,-1.10439146159803,0.0344467500807099,0,0.861760910254406,1.16176091025441,1.32745124871247,1.13455966950053,0.748403735560347,-1.48784051282296,-0.947190551006352
"3","1",3,0,-0.916309766428895,1,0.335792931495234,-1.10439146159803,0.00375361199741314,0,-0.066023406527002,0.233976593472998,1.62826683928778,-2.30431200686269,0.812484033090886,-1.48784051282296,-0.947190551006352
"4","1",4,0,-0.733380271703494,1,0.335792931495234,-1.10439146159803,0.494572692777484,0,-0.0908994378255958,0.209100562174404,1.69591698561362,1.45356351876572,-0.858235103004797,-1.48784051282296,-0.947190551006352
"5","1",5,0,0.252387325537993,1,0.335792931495234,-1.10439146159803,0.0235519236047813,0,0.530864461107853,0.830864461107853,0.279721290623025,-0.262573070310483,0.386454240745116,-1.48784051282296,-0.947190551006352
"6","1",6,1,0.134077398491834,1,0.335792931495234,-1.10439146159803,0.0278602793220715,0,1.0199791580397,1.3199791580397,1.11480466956899,1.84377754433257,-1.38442331326133,-1.48784051282296,-0.947190551006352
"7","1",7,0,0.210017193003754,1,0.335792931495234,-1.10439146159803,0.060055052297858,0,0.5096870437008,0.8096870437008,2.76787709423535,-0.898954668948434,0.620324526900323,-1.48784051282296,-0.947190551006352
"8","1",8,0,-0.738221361653986,1,0.335792931495234,-1.10439146159803,0.488183658906587,0,0.00985561446926637,0.309855614469266,-0.557966387602293,-0.662875230259086,0.544789910782368,-1.48784051282296,-0.947190551006352
"9","1",9,1,-0.0665353021349785,1,0.335792931495234,-1.10439146159803,0.0906329862882403,0,0.849403110443974,1.14940311044397,0.984986310237225,-1.25519040205456,-0.566816378774738,-1.48784051282296,-0.947190551006352
"10","1",10,0,0.506789281720011,1,0.335792931495234,-1.10439146159803,0.59973416350232,1,0.675221191593382,0.975221191593382,1.92989433987961,-1.37208859177633,0.90325107909735,-1.48784051282296,-0.947190551006352
