"","School_id","Stu_id","x1ij","x2ij","v1rep","v2rep","v3rep","ps","trt","yij","X3","X4","V4","V5"
"1","1",1,0,0.502326866910077,0,0.687136253342032,0.408026432931087,0.0461566759018353,0,2.44725928874193,0.824153458501994,-1.34724263461428,0.89871802120632,-0.606258408809347
"2","1",2,1,1.20292064244642,0,0.687136253342032,0.408026432931087,0.583474731327105,1,2.21671546976436,-0.788251304862166,2.30784229889669,0.89871802120632,-0.606258408809347
"3","1",3,1,-1.46032537378807,0,0.687136253342032,0.408026432931087,0.191498539235233,0,2.21623565899777,1.69667786734022,-2.18683629448676,0.89871802120632,-0.606258408809347
"4","1",4,1,0.474819565816572,0,0.687136253342032,0.408026432931087,0.563671437281659,1,2.18257707088978,0.822025487472996,-0.749078292185769,0.89871802120632,-0.606258408809347
"5","1",5,0,0.544696482676876,0,0.687136253342032,0.408026432931087,0.403162909820747,0,0.361080962555671,-2.35042431944987,-0.543760089801379,0.89871802120632,-0.606258408809347
"6","1",6,1,0.0794765773612417,0,0.687136253342032,0.408026432931087,0.13947858707846,0,0.0922597666181008,1.07975224390702,1.5443278205774,0.89871802120632,-0.606258408809347
"7","1",7,0,0.917525927802028,0,0.687136253342032,0.408026432931087,0.205716599267739,0,-0.952077139315105,-0.677386991615411,-0.0313539882727079,0.89871802120632,-0.606258408809347
"8","1",8,0,0.41008214317921,0,0.687136253342032,0.408026432931087,0.509916217334249,1,1.31630048516962,0.323400945049353,-0.739568206290688,0.89871802120632,-0.606258408809347
"9","1",9,0,0.943174188958715,0,0.687136253342032,0.408026432931087,0.10184007186681,0,2.28141828976476,0.641948883408247,0.201807657004266,0.89871802120632,-0.606258408809347
"10","1",10,1,-1.30331036044253,0,0.687136253342032,0.408026432931087,0.146622662893413,0,0.483587745834728,-0.0273381552276221,0.511008775917458,0.89871802120632,-0.606258408809347
"11","1",11,0,-0.155531680582784,0,0.687136253342032,0.408026432931087,0.701401988288518,1,0.0568911147363466,-0.897284532580324,0.110165897259517,0.89871802120632,-0.606258408809347
"12","1",12,1,-0.0981868015311787,0,0.687136253342032,0.408026432931087,0.096795363180162,0,1.27022774118261,-1.87710775027469,2.05965484405982,0.89871802120632,-0.606258408809347
"13","1",13,1,-0.00414389011815296,0,0.687136253342032,0.408026432931087,0.512499004710794,1,2.3033836769299,-0.845694821858105,-0.247509646270206,0.89871802120632,-0.606258408809347
"14","1",14,1,-0.197166509513232,0,0.687136253342032,0.408026432931087,0.00865743554506162,0,1.29228654168115,-0.496330523235563,0.740146952258783,0.89871802120632,-0.606258408809347
"15","1",15,1,-0.447040507675246,0,0.687136253342032,0.408026432931087,0.175059942752734,0,3.05040267802124,0.622540645437744,0.305513813452746,0.89871802120632,-0.606258408809347
"16","1",16,1,0.331809064862872,0,0.687136253342032,0.408026432931087,0.49130334303761,0,0.2405904523359,-1.0315562281198,1.59139205018111,0.89871802120632,-0.606258408809347
"17","1",17,1,-1.4704574740018,0,0.687136253342032,0.408026432931087,0.583274805254254,1,-0.867653292909282,-0.643042399035337,-1.03748135572455,0.89871802120632,-0.606258408809347
"18","1",18,1,-0.959383318828284,0,0.687136253342032,0.408026432931087,0.0672241987526311,0,1.27234637135041,0.184156550472504,1.96452572432624,0.89871802120632,-0.606258408809347
"19","1",19,1,1.13979031348652,0,0.687136253342032,0.408026432931087,0.0743241245443282,0,-0.893691260663257,-0.906411611400235,-0.948099809565335,0.89871802120632,-0.606258408809347
"20","1",20,0,-0.803449222682412,0,0.687136253342032,0.408026432931087,0.0755794578546655,0,-1.17954495010331,-1.2775071104776,3.64616786513011,0.89871802120632,-0.606258408809347
"21","1",21,1,-0.190034278283129,0,0.687136253342032,0.408026432931087,0.151707431953373,0,0.564856777966867,-0.670418542821371,-0.340346160373036,0.89871802120632,-0.606258408809347
"22","1",22,1,1.43038429560897,0,0.687136253342032,0.408026432931087,0.218476051593985,0,-0.310268582891907,-1.60579135103803,-0.657771879595284,0.89871802120632,-0.606258408809347
"23","1",23,1,0.196588071966223,0,0.687136253342032,0.408026432931087,0.18316969049158,0,2.21202528276399,0.0283212841910214,0.620261265980428,0.89871802120632,-0.606258408809347
"24","1",24,1,-0.378894024781583,0,0.687136253342032,0.408026432931087,0.37463951689263,0,0.17619490533782,0.2328625475665,-0.67216960278705,0.89871802120632,-0.606258408809347
"25","1",25,1,-0.000337606724060095,0,0.687136253342032,0.408026432931087,0.128911052411266,0,2.25016989002199,0.536642863792724,1.05876543266851,0.89871802120632,-0.606258408809347
"26","1",26,0,0.797860944928087,0,0.687136253342032,0.408026432931087,0.515890984063113,1,2.32310854099116,2.24734311806936,-0.131076059004808,0.89871802120632,-0.606258408809347
"27","1",27,0,-1.07620882549722,0,0.687136253342032,0.408026432931087,0.737575896264168,1,2.39271228740063,-0.602727613372661,0.0812845380922962,0.89871802120632,-0.606258408809347
"28","1",28,1,0.543479939514601,0,0.687136253342032,0.408026432931087,0.340823155567823,0,-1.4372967527894,0.848020168646404,-0.948841201240933,0.89871802120632,-0.606258408809347
"29","1",29,1,-1.23999645034494,0,0.687136253342032,0.408026432931087,0.139683554755184,0,0.463074746009521,-0.019884809116615,0.641994309300139,0.89871802120632,-0.606258408809347
"30","1",30,0,0.810727962565992,0,0.687136253342032,0.408026432931087,0.0699582050179628,0,-1.67245789753597,-0.0904469718059668,-0.789940644132359,0.89871802120632,-0.606258408809347
"31","10",271,1,0.791737683602546,0,0.140391662484035,0.653484909230362,0.685175489770298,1,0.724198692373096,-0.706132501371546,-0.507592886796988,0.775013506916695,-0.896505650839171
"32","10",272,0,-0.178774744030463,0,0.140391662484035,0.653484909230362,0.798285460624619,1,-1.39224668893141,0.445144259665684,-0.207944717010838,0.775013506916695,-0.896505650839171
"33","10",273,0,-0.373053005543112,0,0.140391662484035,0.653484909230362,0.0571134366426508,0,0.876170999619709,1.13200160701844,-0.266097196830363,0.775013506916695,-0.896505650839171
"34","10",274,0,0.217762328254054,0,0.140391662484035,0.653484909230362,0.902266959080566,1,0.152283261245317,0.686416634858099,-2.23685395955515,0.775013506916695,-0.896505650839171
"35","10",275,1,-0.612403553133785,0,0.140391662484035,0.653484909230362,0.525921858698479,1,1.96899043630012,0.51642832606859,0.832658130013106,0.775013506916695,-0.896505650839171
"36","10",276,0,1.53718981083466,0,0.140391662484035,0.653484909230362,0.44531298018792,0,0.934236292366898,0.368984011251323,1.92960965591397,0.775013506916695,-0.896505650839171
"37","10",277,1,-0.355165628410933,0,0.140391662484035,0.653484909230362,0.0930701838725347,0,1.78807100923742,-0.584873486194378,0.408813099405083,0.775013506916695,-0.896505650839171
"38","10",278,1,-0.84639013855054,0,0.140391662484035,0.653484909230362,0.0373712789109965,0,2.56027332021437,0.871452308223048,0.727069726116071,0.775013506916695,-0.896505650839171
"39","10",279,1,-0.934331795098816,0,0.140391662484035,0.653484909230362,0.126746598308585,0,1.10614719863647,0.353654636114575,2.08357498280583,0.775013506916695,-0.896505650839171
"40","10",280,1,0.52349674141315,0,0.140391662484035,0.653484909230362,0.109775760102902,0,0.0511468661300846,0.00699252715194424,-0.149448328004499,0.775013506916695,-0.896505650839171
"41","10",281,1,0.065881422756813,0,0.140391662484035,0.653484909230362,0.173256087235528,0,2.31097446993547,-0.0754820275632045,-2.34225345487802,0.775013506916695,-0.896505650839171
"42","10",282,1,-1.184821283146,0,0.140391662484035,0.653484909230362,0.374974350583675,0,3.14955559541418,-0.318229201414358,-0.860755215297101,0.775013506916695,-0.896505650839171
"43","10",283,0,0.0857775314851821,0,0.140391662484035,0.653484909230362,0.744368431355199,1,1.37521983847073,1.67980620363315,-1.88822244966549,0.775013506916695,-0.896505650839171
